track_uri,artist_uri,dan,ene,aco,val,artist_genres
spotify:track:5exEU6LbxN4T4sY1nV5NfV,spotify:artist:1U1el3k54VvEUzo3ybLPlM,0.773,0.595,0.23,0.64,colombian pop
spotify:track:5Dx8iEsMuNrf7aF9TMV0Xe,spotify:artist:1U1el3k54VvEUzo3ybLPlM,0.621,0.461,0.715,0.122,colombian pop
spotify:track:2SlEYb0ZQ56Xvfx2VzSjI9,spotify:artist:1U1el3k54VvEUzo3ybLPlM,0.599,0.33,0.899,0.667,colombian pop
spotify:track:3A6wOtcy1rdlufWuiLfXK8,spotify:artist:5V1vRp27m0PLepQehI2tnf,0.281,0.531,0.599,0.0493,"cambridgeshire indie,crank wave"
spotify:track:61e3DNqX7Xyl6g9o8LZI22,spotify:artist:61H9d7hbIfFNxJJQmIL9AJ,0.224,0.821,0.177,0.503,"j-rock,japanese alternative rock"
spotify:track:3ZuGGlqb2LqQSS6o1D36Ts,spotify:artist:61H9d7hbIfFNxJJQmIL9AJ,0.15,0.506,0.693,0.329,"j-rock,japanese alternative rock"
spotify:track:36tghkPg1AO4HsAzo6YpPp,spotify:artist:3YQKmKGau1PzlVlkL1iodx,0.68,0.693,0.445,0.851,"modern rock,pop,pov: indie,rock"
spotify:track:5qsi0WVBmDWetUpTH0sNIL,spotify:artist:4iDroUFo89Y7YBsdDTBmTD,0.877,0.502,0.162,0.541,cali rap
spotify:track:1n8wr8tRHs5jmBxNWXedcn,"spotify:artist:4tYSBptyGeVyZsk8JC4JHZ, spotify:artist:2gGtD7OGXbNZAY3oCZvZqA, spotify:artist:3ppQEG71r7jVpI8RudzycF, spotify:artist:63GIj2yhFvX1Bzphb9JgVb, spotify:artist:6pb2Dl1FHK081UKW6aUqgF",0.9,0.385,0.371,0.488,"cali rap,cali rap,cali rap,cali rap"
spotify:track:3jLHo30ucbkYY9P7v8leKh,spotify:artist:2jbd7OqeJJd1hz81vOXwwW,0.817,0.577,0.117,0.928,modern indie pop
spotify:track:3OCxOUUH3FUf8xk0RuWADJ,spotify:artist:4fP5zCJRf168wiWHG9tR9m,0.295,0.176,0.849,0.147,classic japanese jazz
spotify:track:4bI8a3bXcI0CIobu3M0F3W,"spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS, spotify:artist:66phyNbqecPgZ1bk5SPHzB, spotify:artist:029P9cExeqv8Ay4xKn7l1T",0.793,0.529,0.00537,0.425,"hawaiian hip hop,pop rap,deep underground hip hop"
spotify:track:6GmUVqe73u5YRfUUynZK6I,spotify:artist:0gadJ2b9A4SKsB1RFkBb66,0.479,0.545,0.365,0.244,"folk-pop,neo mellow"
spotify:track:1Fk0yar7I4vFqlhAOPDSPk,spotify:artist:7Er4Ale4Vtla1h5PKBYzaG,0.41,0.803,0.0473,0.416,chill breakcore
spotify:track:6hh5ihSr4DjwB2BfnzsE0A,"spotify:artist:05LTJdcIWfHyQXC1za07k8, spotify:artist:0GeeIVcvGA8GSlWsoY1dkG",0.814,0.405,0.193,0.304,"trap soul,kentucky hip hop,trap soul"
spotify:track:7FqF7Abk73lQaVUsCwmKJ0,spotify:artist:30DhU7BDmF4PH0JVhu8ZRg,0.387,0.419,0.476,0.337,r&b
spotify:track:4X8Ovnp0si4JF43zQVDngF,spotify:artist:4wyNyxs74Ux8UIDopNjIai,0.295,0.274,0.621,0.0689,uk alternative pop
spotify:track:2H1yryyX0T1GHtN6JzaoLK,"spotify:artist:2QgeYL2SIhukar1Fx3k4JN, spotify:artist:3ddT1Q3KQAm1G7UcIfz5KJ",0.83,0.409,0.101,0.68,"cloud rap,emo rap,melodic rap"
spotify:track:5OFEJMirg4NPz7G1zgXDYu,spotify:artist:68kEuyFKyqrdQQLLsmiatm,0.859,0.423,0.543,0.563,"conscious hip hop,hip hop,rap,underground hip hop"
spotify:track:19JdbdEwQI7bCxefMokZO8,spotify:artist:1yxSLGMDHlW21z4YXirZDS,0.801,0.682,0.111,0.586,"dance pop,pop,pop rap"
spotify:track:5LPJ9X0ucJAZrAzrdEgwzH,spotify:artist:5lZBVPvuD6RYCKuNgqlFCl,0.603,0.758,0.00154,0.28,"dreamo,indie punk"
spotify:track:4RjkkRCbOjTHqq5f7u2bCw,spotify:artist:3ep1YmatQ8L9UKCGYiJNBh,0.255,0.9,0.00473,0.386,"new york shoegaze,nyc indie rock"
spotify:track:5NBb5bidtCJWq8oI1n6E08,spotify:artist:6oeSQ4qmDQ7n89Rdt6tLLn,0.532,0.889,0.0338,0.641,lo-fi rap
spotify:track:7j0EnXOIyq4qedtko87r6f,spotify:artist:1EEbOYIZFHRuGEgL39cN3s,0.577,0.845,0.0355,0.692,buffalo ny indie
spotify:track:6obvAoYSOrDy29PNImYdRh,spotify:artist:7liCZUK8yxAawCMA8L12Ab,0.468,0.309,0.954,0.457,
spotify:track:7xb8FedYyTCE85hEDsEcOz,spotify:artist:526SiOeohcxxzAqB1JCuQb,0.372,0.374,0.308,0.296,
spotify:track:44uCMdE6RWnkOFYTtbmUUc,spotify:artist:66LFdGYtbmJ6G8sArrkfsu,0.777,0.635,0.764,0.653,
spotify:track:0I3q5fE6wg7LIfHGngUTnV,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7,0.843,0.806,0.143,0.613,"atl hip hop,dirty south rap,hip hop,old school atlanta hip hop,rap,southern hip hop"
spotify:track:2BPulzYOOQEtekqK6FrNEM,spotify:artist:553dRRGA9Fvnu5OBmGpLBZ,0.685,0.73,0.156,0.819,
spotify:track:6Mo3Gehd0aJA19OiD3ltbY,spotify:artist:67lytN32YpUxiSeWlKfHJ3,0.515,0.569,0.402,0.425,"cloud rap,psychedelic hip hop,underground hip hop"
spotify:track:1VqYfdsorchSvhXW6gtBzo,spotify:artist:0qZyvjwZauLmrobrpJmvib,0.537,0.568,0.0796,0.193,modern dream pop
spotify:track:22Vo18MZsUIVkim1rDvKHB,spotify:artist:0ohvsn0lgt51qZUbu9ct4s,0.311,0.761,0.00434,0.259,"neo-psicodelia brasileira,neo-psychedelic,nova mpb,rock goiano"
spotify:track:7wSSws84Ht7TnvNFPIDKVl,spotify:artist:2fgl3me4n9diODTrVfruF3,0.548,0.809,0.00103,0.699,"alternative emo,anthem emo,dreamo,emo,grungegaze,philly indie,pop punk,progressive post-hardcore"
spotify:track:3rH2aivQdfPh6aLWloxPwj,spotify:artist:5arKwJZEvT5uKq4o0JfqR4,0.703,0.725,0.0757,0.905,"hyperpop,sped up"
spotify:track:7EBxi1g2vy4V0QWzGEmsXH,spotify:artist:1ajTetyk95Ba8KUEYn7PT4,0.654,0.43,0.159,0.188,"chill abstract hip hop,indie hip hop"
spotify:track:2X0wU5wniSmslkpN4raRWu,spotify:artist:4DHJUKEpxQH7ypjFgXmAD6,0.367,0.337,0.316,0.0591,russian indie
spotify:track:4fH88MsZbxmB1tnJmtM64X,spotify:artist:7At0eNo81VrDubf6KTAEdT,0.601,0.449,0.336,0.322,boston indie
spotify:track:4PZ4xyWBCCJqAeWI8uSLca,spotify:artist:7mDU6nMUJnOSY2Hkjz5oqM,0.797,0.507,0.308,0.447,"canadian contemporary r&b,canadian hip hop"
spotify:track:4XnajLeZt02RnYg4k8kXpm,spotify:artist:7mDU6nMUJnOSY2Hkjz5oqM,0.577,0.468,0.345,0.237,"canadian contemporary r&b,canadian hip hop"
spotify:track:2bxG0N7YsdkIBfuLsE0J8i,spotify:artist:7mDU6nMUJnOSY2Hkjz5oqM,0.445,0.541,0.751,0.377,"canadian contemporary r&b,canadian hip hop"
spotify:track:61bwFjzXGG1x2aZsANdLyl,"spotify:artist:6PfSUFtkMVoDkx4MQkzOi3, spotify:artist:3sklFG9fuDAq3vbIZlkNH6, spotify:artist:2Cm6C9PNHioyjRKBfO7n9N",0.68,0.659,0.229,0.75,"bubblegum bass,hyper-rock,hyperpop,proto-hyperpop,glitchcore,hyperpop,proto-hyperpop,transpop,hyperpop,proto-hyperpop"
spotify:track:7CUkeiG7QtB7tPU9f8SANS,"spotify:artist:6PfSUFtkMVoDkx4MQkzOi3, spotify:artist:3sklFG9fuDAq3vbIZlkNH6, spotify:artist:2Cm6C9PNHioyjRKBfO7n9N",0.659,0.473,0.274,0.788,"bubblegum bass,hyper-rock,hyperpop,proto-hyperpop,glitchcore,hyperpop,proto-hyperpop,transpop,hyperpop,proto-hyperpop"
spotify:track:3OKaCwKtsZ4Dqzm6foitxm,spotify:artist:5mjasIBQQPIqA9GV2Ys61h,0.493,0.466,0.3,0.196,italian hip hop
spotify:track:5ob5sv2PbxEyoq3GCawgeO,"spotify:artist:7iOCrUsQ1PyiiBhp7Qc4cp, spotify:artist:4paO0IcImRazkM6c1RUt48, spotify:artist:1ap3tbFLp6GiWP5b6IcMgP",0.512,0.385,0.00129,0.286,chamber folk
spotify:track:1Fsv07SgRj0vlxa1UG1QVv,spotify:artist:5sCDleuvB5bBwbSGsp9Bwh,0.432,0.596,0.0209,0.263,"bubblegrunge,norwegian indie"
spotify:track:5cd0JFWJxSIxxA4wwBUCI7,spotify:artist:7JuMRNIHpmyFPoihd7NB7T,0.63,0.527,0.247,0.531,
spotify:track:2UkF9fsPqXJNTbN1id5E0a,spotify:artist:0E28qx1XYKjtagdhSPRtL9,0.859,0.245,0.163,0.682,
spotify:track:7aNW0M1R6eUnoXKpN2HncV,spotify:artist:141tcOWMyJ0Lt7M5AclQPh,0.654,0.584,0.0178,0.536,
spotify:track:4BsLwvaJOTOHDNg7xMpvrL,spotify:artist:4iMO20EPodreIaEl8qW66y,0.767,0.392,0.154,0.48,"bedroom pop,oakland indie,pov: indie"
spotify:track:7FullO2NDkyvxLuxYVKINa,"spotify:artist:6Xgp2XMz1fhVYe7i6yNAax, spotify:artist:2HPaUgqeutzr3jx5a9WyDV",0.443,0.536,0.0194,0.0391,"melodic rap,rap,trap,r&b,rap,urban contemporary"
spotify:track:5c8Mj8vCcqlycKDLP1oHMd,spotify:artist:1DhiWyne1hHwVHTti49o40,0.466,0.329,0.0324,0.363,
spotify:track:0PXp9QxBfSKGGpWUNaws2X,"spotify:artist:7mDU6nMUJnOSY2Hkjz5oqM, spotify:artist:3TVXtAsR1Inumwj472S9r4",0.709,0.362,0.157,0.113,"canadian contemporary r&b,canadian hip hop,canadian hip hop,canadian pop,hip hop,pop rap,rap"
spotify:track:4SzyebNrhvPJ8y4r1D1PXD,spotify:artist:7mDU6nMUJnOSY2Hkjz5oqM,0.579,0.38,0.371,0.046,"canadian contemporary r&b,canadian hip hop"
spotify:track:0f8MA1n2bvsg7eGvYZ4lhx,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,0.326,0.948,0.000258,0.358,"modern alternative rock,modern rock,pov: indie,punk blues,rock"
spotify:track:3kb72STxc2959ZqsTwu52i,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,0.634,0.849,0.0438,0.919,"modern alternative rock,modern rock,pov: indie,punk blues,rock"
spotify:track:5mdI4cjioO7Ufvcrt283ij,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,0.598,0.743,0.000643,0.533,"modern alternative rock,modern rock,pov: indie,punk blues,rock"
spotify:track:4DfYuUiiLdJ3PrMSm7WEAo,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,0.505,0.887,0.000299,0.85,"modern alternative rock,modern rock,pov: indie,punk blues,rock"
spotify:track:2Pz7iaBKemlnobU2nwH5Xt,"spotify:artist:6iOIGY5bfS16hvg3sPVvAH, spotify:artist:6ZK2nrW8aCTg8Bid7I7N10, spotify:artist:0Wfo0pd0KC47vx7uUEVOQ9",0.397,0.445,0.12,0.109,"dark pop,doomgaze,gaian doom,grave wave,sacramento indie,sacramento indie"
spotify:track:7888F1QWPTn4cPbuknNV4T,spotify:artist:23KIrX6iPiVOkx60F4bjNq,0.779,0.721,0.122,0.822,indie r&b
spotify:track:5poS8LyxohSACjuIZ61EyS,"spotify:artist:0pxhu7zSqPjBTUWMl6piHF, spotify:artist:6P4APuruGUYRvwnzboQir3",0.581,0.533,0.0217,0.466,danish indie pop
spotify:track:1wHUI3onA9qsfAjJCWfaFC,spotify:artist:4qwv0DPSYiEZvWwclqubKE,0.246,0.211,0.463,0.075,"avant-garde metal,boston metal,jazz metal"
spotify:track:6No2OA04pRfNVDu2mvrZAy,spotify:artist:0jAu9Z9QrpYwY1vBenZs9Y,0.594,0.69,0.151,0.726,japanese chillhop
spotify:track:7kjcWTW7lEgE5aE3r3SnmV,spotify:artist:094vjpZRVz3pzNq8VXmq7R,0.619,0.659,0.0111,0.948,san diego indie
spotify:track:612k0JGUvwPwfXoldaEqs8,spotify:artist:7KC9q5wx0bxMD5ABgLCoEd,0.688,0.649,0.351,0.568,"bc underground hip hop,canadian contemporary r&b"
spotify:track:4AXJRn8Fucsc55Yn1SNEwd,spotify:artist:5pRxS1TqblxFku49c4BnLV,0.447,0.789,0.186,0.167,"progressive post-hardcore,swancore"
spotify:track:52Td1R2HmvP5gevSgUaifx,spotify:artist:7r8EHfxHZHU16sUV3BEH1t,0.611,0.718,0.0562,0.57,"hypnagogic pop,utopian virtual"
spotify:track:21NGjx3wUcaeo9XaVxvZAP,spotify:artist:4ULUpM5hJYKWhWdIViYrGK,0.631,0.641,0.195,0.755,bedroom r&b
spotify:track:0i5zjtoRR0U2715BEgUsdS,spotify:artist:1tnjjbgszXYa8BbyTzwM0w,0.28,0.94,0.000832,0.406,"american shoegaze,dreamgaze,dreamo,grungegaze,indie shoegaze,nu gaze,shoegaze,zoomergaze"
spotify:track:40riOy7x9W7GXjyGp4pjAv,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,0.579,0.508,0.00574,0.609,"album rock,classic rock,heartland rock,mellow gold,rock,soft rock,yacht rock"
spotify:track:4q4kOEBru4PwKNUI8T8t1P,spotify:artist:3ycxRkcZ67ALN3GQJ57Vig,0.638,0.666,0.308,0.465,"alternative r&b,indie soul"
spotify:track:21PmKbhk8SsEgIEfDCDjvw,spotify:artist:2NjfafEappzvGGGDdMRJMP,0.832,0.497,0.0295,0.444,"canadian hip hop,underground hip hop"
spotify:track:5IIO6RDDEdmSFbik9c6XZM,"spotify:artist:1lwGYDWoXC7E5wDNYZBurw, spotify:artist:47uG5KXE7so7sOnoHkiAOY, spotify:artist:126Rc3yXjr5qeS76pxzEhO, spotify:artist:3MYT2UTOP4RHngspyochga",0.65,0.37,0.187,0.38,"hyperpop italiano,italian pop"
spotify:track:2sncCDU4waPEHLaObpvSwr,spotify:artist:7xWU2A2lw1xf4zTjKhkrGK,0.351,0.548,0.768,0.343,nyc indie rock
spotify:track:4B462KwzHiJLHJeXYL5Y4V,spotify:artist:6yJ6QQ3Y5l0s0tn7b0arrO,0.594,0.917,0.0372,0.675,"alternative hip hop,experimental hip hop,industrial hip hop,underground hip hop"
spotify:track:2FyUStEKLuvp5cpgddzdTk,spotify:artist:70AkqfU43ou9hFxJZTDt7A,0.361,0.504,0.0878,0.113,"cloud rap,emo rap"
spotify:track:0F9yCp7f9pOMUurMWmmpCZ,spotify:artist:37vaHm9nEveTRv0I4MzSf7,0.523,0.598,0.0753,0.151,
spotify:track:3z4NPELouK3sqqMp7f5yfW,spotify:artist:2EzJhywsiLbs9W1bu0o9uu,0.532,0.869,0.000854,0.156,
spotify:track:2i40wZkiPAGIFudrGH99nx,spotify:artist:2AfU5LYBVCiCtuCCfM7uVX,0.86,0.749,0.342,0.6,underground hip hop
spotify:track:5ruzrDWcT0vuJIOMW7gMnW,spotify:artist:0epOFNiUfyON9EYx7Tpr6V,0.593,0.749,0.0113,0.649,"alternative rock,garage rock,modern rock,permanent wave,rock"
spotify:track:2t0wwvR15fc3K1ey8OiOaN,spotify:artist:0epOFNiUfyON9EYx7Tpr6V,0.538,0.679,0.191,0.0888,"alternative rock,garage rock,modern rock,permanent wave,rock"
spotify:track:2mDYYGaGd9uXKkK2YhDA3i,spotify:artist:0epOFNiUfyON9EYx7Tpr6V,0.628,0.571,0.00602,0.467,"alternative rock,garage rock,modern rock,permanent wave,rock"
spotify:track:1BLOVHYYlH4JUHQGcpt75R,spotify:artist:0epOFNiUfyON9EYx7Tpr6V,0.426,0.617,0.341,0.201,"alternative rock,garage rock,modern rock,permanent wave,rock"
spotify:track:43r1dGvg8RkARjctRlSYNC,spotify:artist:545idYhdloaSlLGBY8E9u2,0.863,0.839,0.0479,0.878,"disco,funk,motown,new jack swing,p funk,popping,post-disco,quiet storm,soul"
spotify:track:0ibhQJyObOOn2va4LjjpDC,spotify:artist:1puLsaxX9EwudKrNBUVFe4,0.703,0.49,0.333,0.708,indie garage rock
spotify:track:365eCTLl2eaWqrCGhnZu4e,"spotify:artist:0NbfKEOTQCcwd6o7wSDOHI, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:7gWumE1wMALHXANLSIt054, spotify:artist:4DGaYLtSAYdFvMPpOVPse6",0.772,0.746,0.57,0.504,"detroit hip hop,gangster rap,hip hop,pop rap,rap,southern hip hop,trap,chicago rap,hip hop,rap,chicago rap,drill,trap queen"
spotify:track:2QDFsehUg5Fui2LOVpCw3Q,"spotify:artist:2FwDTncULUnmANIh7qKa5z, spotify:artist:70gP6Ry4Uo0Yx6uzPIdaiJ",0.761,0.359,0.957,0.505,"filter house,indie soul,queens hip hop,rap,sudanese hip hop,sudanese pop,underground hip hop"
spotify:track:5JoIkkP912AELlmfoTiFhp,"spotify:artist:2YYNmly3rKGRp8xsXPO8si, spotify:artist:6Un1s2ezna48IsZUrjDgYL",0.723,0.49,0.399,0.363,
spotify:track:3Yacz6yNtOVDGKNjRj43Hp,spotify:artist:5b39yaQXUinM6d6KuuLiCd,0.359,0.502,0.128,0.444,
spotify:track:7DJYUVyrJsNrMD0Do9r2k9,spotify:artist:3AUmmVu7wsx1EvUr1vlsk9,0.461,0.858,0.095,0.766,"russian post-punk,russian shoegaze"
spotify:track:1bWZNXXL3mQZscxyzO72Ff,spotify:artist:0wXaC3fHGVXbhwn5iLZMMi,0.442,0.748,0.0615,0.496,"crank wave,irish indie rock,irish post-punk,irish shoegaze"
spotify:track:2p72O2JobPc9sVz520Hil5,spotify:artist:1zNqQNIdeOUZHb8zbZRFMX,0.542,0.434,0.176,0.0702,"melodic rap,rap,trap"
spotify:track:4neYMvZ7JfRWU1sTMohQCS,spotify:artist:6GkJh85o22LfD2vgL9DP6f,0.677,0.731,0.225,0.7,"reggae fusion,reggae rock"
spotify:track:3ywrSOxwvqBJyRWg32dNqm,spotify:artist:0vJgTYNby1fhWaiqWNDvDC,0.393,0.978,0.00168,0.688,
spotify:track:0uHl5YfXmJc9FcIyz6oGVl,spotify:artist:5G4Nw3oz2lzx4gneIDs3YX,0.366,0.776,0.561,0.409,puerto rican indie
spotify:track:2XQoe86Ij5bx7qG0TpHSAX,spotify:artist:41Nu7NgAj9rJxjj7JDuXrV,0.32,0.639,0.828,0.248,"indian electronic,indian indie,new delhi indie"
spotify:track:5MMZJtHOiH1RmQSSe3DJdg,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,0.389,0.431,0.249,0.275,"folk-pop,modern rock,neo mellow,stomp and holler"
spotify:track:5xkkq7IhJzmZHDuMxT85AQ,spotify:artist:5FbRtOLjDzVlmKm1RnlOz2,0.26,0.504,0.102,0.407,chill breakcore
spotify:track:7ukWK4PxyTYpAAfDItZqrb,spotify:artist:3FCfL4lKWE7vm3mCcOd570,0.673,0.655,0.156,0.448,melodic hardcore
spotify:track:5XUpxZO6tIHpupxE97LJ7I,spotify:artist:6Yt4jPVBqhLFQcNM0dSZtq,0.51,0.752,0.208,0.357,"chill dream pop,modern dream pop"
spotify:track:2PjxzYCv6wibxSAbMXMG7W,spotify:artist:2JcgT3bbIW7SctN6eQI2eh,0.554,0.941,0.000156,0.413,chicago indie
spotify:track:3XYf80j1KMJEbPaOhohNE0,spotify:artist:3KBqko94JaicLm8XlHo3my,0.336,0.99,0.367,0.0872,glitchbreak
spotify:track:2m81cX2IJDdFByuiLSEjEv,spotify:artist:0zGRuj0aQ3mM6i2dQoO8h0,0.349,0.774,0.583,0.161,"folktronica,korean indie rock"
spotify:track:3RgRE5NAeSs72d0k4WTgZO,spotify:artist:0zGRuj0aQ3mM6i2dQoO8h0,0.478,0.479,0.774,0.144,"folktronica,korean indie rock"
spotify:track:7EjYMczG2zkInd4Rs5Y2Oc,spotify:artist:0UTzLuwz9RvFOCnwAZjUxn,0.61,0.794,0.584,0.636,sinaloa indie
spotify:track:2PtUYPkHvt9ErEbU9vuGDU,spotify:artist:3agnCimLdkVM3mc4PFJUxC,0.668,0.294,0.695,0.252,lo-fi rap
spotify:track:4XHKxsDPAFyXpiFErtyqD9,spotify:artist:0N4npOOR12uBGWmNqmOD8d,0.745,0.501,0.08,0.549,
spotify:track:25uVLrUrzXnqjDHoyX3bCY,spotify:artist:73dudJ9j0HStIhJDU8MjMI,0.703,0.33,0.848,0.413,bedroom pop
spotify:track:7iQjVmkP6zGWz7U3ITaKKO,spotify:artist:1WaFQSHVGZQJTbf0BdxdNo,0.705,0.738,0.246,0.633,chill abstract hip hop
spotify:track:6hTF0hyr1PfF12UOjs4GZu,"spotify:artist:2SlUrJAcTYbWR8GcmB9IEi, spotify:artist:4Reen2gOVFXG3PIVMiq9ur, spotify:artist:0F6njK2daRnpEgh73K5XbF, spotify:artist:3oVO0VgF32uQKPAEh77Gwe",0.355,0.727,0.347,0.398,"alternative hip hop,instrumental hip hop,brooklyn indie"
spotify:track:44wXefe8WB9Fd6xwtmAwbR,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,0.401,0.953,0.0000183,0.555,"alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock"
spotify:track:0citn8Zfhpkpip4rwhlrAq,spotify:artist:3FIsBWNLmqLvTQnhJLAWUJ,0.419,0.214,0.532,0.149,art pop
spotify:track:5b4tC4KxbtMGLFI1louazN,spotify:artist:39kuwM2oBNmrM3kEYVmk2X,0.515,0.916,0.000402,0.655,"chill breakcore,glitchbreak"
spotify:track:0lPNNghhaDjzpOqZ1fMncZ,spotify:artist:25lIYhqIj0R1AnnmqsTrtO,0.525,0.68,0.0182,0.416,"dutch indie,dutch indie rock"
spotify:track:6VUq4oL6LrPHB8s7kMWbEK,spotify:artist:4mnSgKEkGtu1IBN2r2bM77,0.488,0.963,0.067,0.192,
spotify:track:023K8UuzkevZtDABzsFypo,spotify:artist:3diDUq8QMCCtx8a4Jy42aO,0.493,0.307,0.845,0.0698,bedroom pop
spotify:track:6jhMzJ8pqTKWusHwRBeh66,spotify:artist:10ZOJKgEGwNkk5wcX16u1g,0.339,0.442,0.343,0.26,midwest emo
spotify:track:1y8cEPxGEX2sp5OS5XOFYB,spotify:artist:4nhaUpMjrBW8vywsP2yzzD,0.218,0.0579,0.839,0.032,"doomgaze,nu gaze,one-person band"
spotify:track:4BP3uh0hFLFRb5cjsgLqDh,spotify:artist:3IYUhFvPQItj6xySrBmZkd,0.64,0.663,0.201,0.663,"album rock,classic rock,country rock,mellow gold,rock,southern rock,swamp rock"
spotify:track:6WCXBUFa0z3l9DoOY3k5Xe,spotify:artist:5INjqkS1o8h1imAzPqGZBb,0.381,0.829,0.0226,0.509,"australian psych,modern rock,neo-psychedelic,rock"
spotify:track:5hM5arv9KDbCHS0k9uqwjr,spotify:artist:5INjqkS1o8h1imAzPqGZBb,0.621,0.873,0.0406,0.873,"australian psych,modern rock,neo-psychedelic,rock"
spotify:track:1KcOU0q9AMXV9xi4tSzzCc,spotify:artist:5INjqkS1o8h1imAzPqGZBb,0.367,0.613,0.0508,0.0966,"australian psych,modern rock,neo-psychedelic,rock"
spotify:track:3LbZIhU0smEU5SUnxod4j4,spotify:artist:5INjqkS1o8h1imAzPqGZBb,0.664,0.848,0.0245,0.502,"australian psych,modern rock,neo-psychedelic,rock"
spotify:track:0IuE6FnXPCdZ8NLuuvJRhb,spotify:artist:5INjqkS1o8h1imAzPqGZBb,0.388,0.648,0.116,0.112,"australian psych,modern rock,neo-psychedelic,rock"
spotify:track:5JWPUEov2wlX7c0jhYZpeB,spotify:artist:5INjqkS1o8h1imAzPqGZBb,0.569,0.84,0.0295,0.749,"australian psych,modern rock,neo-psychedelic,rock"
spotify:track:6RZmhpvukfyeSURhf4kZ0d,spotify:artist:5INjqkS1o8h1imAzPqGZBb,0.731,0.664,0.00307,0.661,"australian psych,modern rock,neo-psychedelic,rock"
spotify:track:0mO6oS60RST2sWmN2FKknP,spotify:artist:5INjqkS1o8h1imAzPqGZBb,0.647,0.398,0.108,0.32,"australian psych,modern rock,neo-psychedelic,rock"
spotify:track:4NNH8xnX83V7zFCL8biWyQ,spotify:artist:4KEHIUSoWCcqrk8AddTE1O,0.236,0.336,0.951,0.0715,"diy emo,zoomergaze"
spotify:track:76BhEMEYRAFVVznsUQz2UU,spotify:artist:2JFljHPanIjYy2QqfNYvC0,0.675,0.473,0.669,0.288,"instrumental math rock,instrumental rock,progressive jazz fusion,san diego indie"
spotify:track:5CnE53DCyX8Ntvn0Y5a3LM,spotify:artist:2iyLphVMYwRzaMn9hwHqDf,0.345,0.582,0.514,0.212,"chill breakcore,glitchbreak"
spotify:track:1ng5wfmSV8IRczCVLJlX6e,spotify:artist:7pAR4IZpWpifJbmPCIpg9S,0.512,0.489,0.00365,0.315,
spotify:track:3tFfFfyJapkNnjyCiu9fm5,spotify:artist:6lHO1eGthNnos9KP2BH0cG,0.571,0.722,0.185,0.166,"bedroom pop,uk contemporary r&b"
spotify:track:5bwzWD9iX07CkNtWUb77z4,spotify:artist:3FCfL4lKWE7vm3mCcOd570,0.459,0.485,0.144,0.119,melodic hardcore
spotify:track:1BsW6UuvJasJfeH5QVM6KG,spotify:artist:2tK4wpRrhB2TmfQ6HPhVvJ,0.355,0.71,0.693,0.313,
spotify:track:6q4po5Wr42seuLqBliuZr1,"spotify:artist:1KmwUUV5of4VqBf445WWNb, spotify:artist:2AtYJoC6VmUtkxonmVnbVR",0.487,0.924,0.00757,0.665,"chill breakcore,phonk"
spotify:track:4IR1ACM7QnpToR5zCzxrVs,spotify:artist:1ihKKcrzAd68ftS7adfOtM,0.824,0.554,0.397,0.698,
spotify:track:2LWqh5RkKmWv7OunyEfC8Q,spotify:artist:60M8FJfBiqSIDUFNoJrlEG,0.636,0.737,0.0518,0.401,
spotify:track:69n5plRIWxMH7diq0UYFPg,spotify:artist:0IB0VjX9NSrGX6PjCXGVcq,0.56,0.476,0.482,0.379,uk contemporary r&b
spotify:track:02tvc9CFnTyHuSRlGeNv9w,spotify:artist:7pbDxGE6nQSZVfiFdq9lOL,0.608,0.305,0.653,0.222,bedroom pop
spotify:track:6l1H3jEQ1TB9q2sR7LZ0Ts,spotify:artist:5rDXcEIODl8TgGTgrntnjX,0.603,0.639,0.0734,0.708,"cali rap,canadian hip hop"
spotify:track:5Fg8gAdApda39ArgOo1ywz,spotify:artist:2iQyHU4IeFpP9lU6OTtfKE,0.31,0.0499,0.94,0.076,jazz rock
spotify:track:3zgpJfyPtpX38aZUnu4peT,spotify:artist:2iQyHU4IeFpP9lU6OTtfKE,0.595,0.147,0.771,0.188,jazz rock
spotify:track:4YwLagaVWaegNK7RsUh1at,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,0.3,0.927,0.000157,0.634,"alternative rock,modern power pop,modern rock,permanent wave,rock"
spotify:track:7GptbanebPZYkLPvjNfd6m,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,0.535,0.931,0.00611,0.825,"alternative rock,modern power pop,modern rock,permanent wave,rock"
spotify:track:4YPhn26bIFm2KUkL1VLzQG,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,0.635,0.435,0.00328,0.459,"alternative rock,modern power pop,modern rock,permanent wave,rock"
