track_uri,artist_uri,dan,ene,aco,val,artist_genres
spotify:track:2a2cVTq3z32q3h6dZMgPAW,spotify:artist:0lYVFvZh6iXYyPEa4oCZbe,0.525,0.51,0.743,0.0377,new french touch
spotify:track:3dCEGkCG20zpc0M8nJQVnG,spotify:artist:2eKOBeqPB9R7yrt5X7P8ZR,0.539,0.677,0.263,0.104,"chill breakcore,glitchbreak"
spotify:track:5mjYQaktjmjcMKcUIcqz4s,spotify:artist:7uMDnSZyUYNBPLhPMNuaM2,0.628,0.523,0.701,0.416,singer-songwriter pop
spotify:track:3RWl1dP90FXmZDUeIAO20j,spotify:artist:0PCCGZ0wGLizHt2KZ7hhA2,0.532,0.609,0.484,0.398,
spotify:track:2Dp5Rqruog8SR6x7UtlIpY,"spotify:artist:6n9sdNb7mWvVmARDT6ujnJ, spotify:artist:4WOeTZ6inhL1zz0u5v0Q8z, spotify:artist:5erVsKXNZIBRE5ePB50c7j",0.739,0.913,0.00311,0.307,"memphis phonk,memphis phonk,russian edm,memphis phonk"
spotify:track:5FX30idriKlEIRYTxpNf65,spotify:artist:0S1mAPM0pgJZil5FCqhQTX,0.656,0.964,0.123,0.965,"aggressive phonk,drift phonk,gym phonk"
spotify:track:0QpjxbyUFXkGYpBgFsza2V,spotify:artist:677sHrkjhB7IP4YwjzZyc4,0.383,0.778,0.000114,0.465,australian indie
spotify:track:1FWsomP9StpCcXNWmJk8Cl,spotify:artist:1QAJqy2dA3ihHBFIHRphZj,0.454,0.401,0.14,0.319,"ambient pop,dream pop,el paso indie,shoegaze"
spotify:track:2MYidPOz5NHAtKUySTzbwx,spotify:artist:5QdyldG4Fl4TPiOIeMNpBZ,0.477,0.264,0.215,0.171,"art pop,brooklyn indie,chamber pop,countrygaze,indie pop,indie rock,small room"
spotify:track:4vqFDdkdribP2ykIOgnAjx,"spotify:artist:3xYvvJ6tjXyJJdEXBs8qf0, spotify:artist:6psDObCnL4BfpwqYzE0Dzu, spotify:artist:5wWvcn0hJXPhCw9eYUody0",0.541,0.666,0.187,0.329,"wave,wave"
spotify:track:2QuQnPXZ0BRgNoDW5b1Ee7,spotify:artist:6w7wqJo8dY6Q7BWIRFBFX3,0.777,0.797,0.361,0.822,"deconstructed club,grimewave"
spotify:track:5hMg8xGcYtQOCaaPX7uX8z,spotify:artist:4A5Cqzt74ifcBynOLjpiO1,0.235,0.959,0.00043,0.186,dark post-punk
spotify:track:04rGTtSo3uHX4zlPWQfMZd,"spotify:artist:5Z4NswoTRtQgxEV0Yih3aD, spotify:artist:0SlhjW7bbGK54nMhKcObo4",0.447,0.857,0.0132,0.375,
spotify:track:5glB2fROnWwL3o3X96E5Ap,spotify:artist:2eKOBeqPB9R7yrt5X7P8ZR,0.486,0.774,0.0874,0.112,"chill breakcore,glitchbreak"
spotify:track:0HEb8h395qcvn2KGZy3KFn,spotify:artist:6D9QrghftPFUTOPkxAJfSp,0.639,0.861,0.189,0.178,chill breakcore
spotify:track:4ptPIXEOOzLtwMC9UZ3ObG,spotify:artist:12Chz98pHFMPJEknJQMWvI,0.381,0.961,0.000267,0.206,"alternative rock,modern rock,permanent wave,rock"
spotify:track:3WwAmZWN1noPsyI5i1DcdJ,spotify:artist:4hljLrM4LIIh85DLjURyS6,0.137,0.873,0.00000394,0.282,chill breakcore
spotify:track:4mGFoqLKo5fPW8l0QrxO69,spotify:artist:6JBCyQozoQ0ylcCauIexZD,0.793,0.31,0.00152,0.96,
spotify:track:4O7N7BLSnvItd2NecWsrV9,spotify:artist:25pd339V2rRJo84USlcSRP,0.781,0.746,0.503,0.858,"bedroom pop,pov: indie"
spotify:track:3O2pB9JHreUZ9F83qSNmu8,spotify:artist:1kDGbuxWknIKx4FlgWxiSp,0.441,0.57,0.0104,0.117,"alternative pop rock,modern alternative rock,modern rock"
spotify:track:0WQbCSbujb6bSPVENrWYrl,spotify:artist:1gR0gsQYfi6joyO1dlp76N,0.525,0.634,0.075,0.661,"alternative dance,dance-punk,electronica,filter house,indietronica,new rave"
spotify:track:2Al5gZ6aURgowp2xAkxP3C,spotify:artist:4O2iP6l7paJ9tThXxFVZXJ,0.471,0.538,0.0209,0.527,
spotify:track:0HXiFFhg287d15ssjFaRZp,spotify:artist:4iMO20EPodreIaEl8qW66y,0.78,0.563,0.317,0.903,"bedroom pop,oakland indie,pov: indie"
spotify:track:7C8K424fVl3Yw8kHTeH97x,spotify:artist:5xfIhKaUiPwd2a7jkBfebC,0.626,0.358,0.0148,0.574,
spotify:track:0haMXt6Zjoiir3tSWVfm5T,spotify:artist:0ILo2K3FmfIh4ICcbHE7RK,0.725,0.399,0.161,0.607,
spotify:track:0D9jM2o8trRMdJPBycAsW8,spotify:artist:6SGVSqPxYUYa885J3dtXQu,0.633,0.549,0.726,0.0741,chill breakcore
spotify:track:3dwfmnwrUPDu8ouSDmX8O2,spotify:artist:792B4EDSkwnJMQJC5RSSxm,0.547,0.138,0.94,0.381,
spotify:track:5Q5i1Nym5L7aOrQPwX0amF,spotify:artist:3OsRAKCvk37zwYcnzRf5XF,0.411,0.731,0.00847,0.202,"downtempo,electronica"
spotify:track:2HwEwrqS0YeeJ0EKx15Yz1,spotify:artist:73QtCj6d6vlI7qkLDDJJx8,0.452,0.753,0.00796,0.441,nyc indie rock
spotify:track:75P3nZ6BwOcDjMPelXKVhO,spotify:artist:3qg85LFImCJ1zIefm6urwC,0.132,0.637,0.00936,0.188,"drone metal,post-doom metal,post-metal"
spotify:track:7wfE4v8uH6hEZCB57JxB1S,spotify:artist:06v4QDLJOrIz62gsU9lN3K,0.651,0.652,0.114,0.687,
spotify:track:7D1z9PoQJI1DDOaRegWcY3,"spotify:artist:2gUGttZ9ZezeoOJEuJjl6d, spotify:artist:0sBbpqhrb9FInmsDSjpCau",0.576,0.339,0.158,0.235,
spotify:track:1LRC7qLxnxvVXjUuna4vHE,spotify:artist:0jsnWH4QCKcAMpR7vEhh9u,0.339,0.54,0.361,0.512,latinx alternative
spotify:track:6QCuFjMavSAlJBsmxMuHzs,spotify:artist:0ynzbXwyCzxicMKHBoOkSH,0.489,0.81,0.00041,0.439,zoomergaze
spotify:track:5kMQZTsA7EcDBvx6LporSS,spotify:artist:2QX6NMloD3kcn9vBijOM9r,0.594,0.347,0.897,0.532,glitchbreak
spotify:track:7m6KPyrRhyq3Xzbw1p9Usu,spotify:artist:7rkz42GD8n8ZjanMJhcgyD,0.634,0.532,0.0202,0.631,"instrumental math rock,jacksonville indie"
spotify:track:63qNfpSf9I7qaechgfFfox,spotify:artist:2gbT6GPXMis0OAkZbEQCYB,0.315,0.557,0.00266,0.227,"countrygaze,new jersey indie,small room"
spotify:track:4XP17vNlVBsve0CcfabpOd,spotify:artist:61H9d7hbIfFNxJJQmIL9AJ,0.302,0.508,0.0584,0.105,"j-rock,japanese alternative rock"
spotify:track:0UeGFvJAfk6ECsGPXGgivU,spotify:artist:1Wa1fIdJf5bscEK7XjnBIU,0.361,0.765,0.0111,0.0888,
spotify:track:7AFp1ci1abDaVZki8Dw007,spotify:artist:3K40SMapVhc8PxyYFofHff,0.183,0.336,0.85,0.123,cloud rap
spotify:track:2vOLEQPJAFD3uFmeJaD24H,spotify:artist:1FWrpUh8hTnIpPZW5MP4mz,0.656,0.637,0.16,0.367,
spotify:track:1SvhYhjlkBnJdV2rTg592U,spotify:artist:7fS59zKuYPKhYlTGdg2PyM,0.379,0.531,0.181,0.265,"american shoegaze,gaian doom,nu gaze,shoegaze,texasgaze"
spotify:track:2pa3KuBNIgdo2zjjXuji4j,spotify:artist:5Um9iF4JwwEyx5K5TW4uE8,0.472,0.619,0.757,0.0549,"ambient house,russian electronic"
spotify:track:0qIJuZiiO6I6zI0NmvBASb,spotify:artist:4drP7GL5gdmNowIgcunWgn,0.939,0.535,0.572,0.59,
spotify:track:6hUTzxvNiJ1c0lYqgoOTBW,spotify:artist:7gRGh8w4G9zaFJSaIYp8HH,0.493,0.444,0.299,0.13,"asheville indie,folk-pop,indie folk,new americana,north carolina roots,stomp and flutter,stomp and holler"
spotify:track:4sl5i4kGjSe3lbh3wwmRkr,spotify:artist:1ejkQAcOu9cl7kEbZ3Nb8b,0.394,0.936,0.00303,0.261,bedroom pop
spotify:track:28C92nnESlvUxWYmqEsGQY,"spotify:artist:4aKdmOXdUKX07HVd3sGgzw, spotify:artist:1ejkQAcOu9cl7kEbZ3Nb8b",0.297,0.739,0.199,0.165,"brostep,canadian electronic,edm,electra,electro house,bedroom pop"
spotify:track:2aDdB6jf1Mco4uOg0UNiKl,spotify:artist:5kY5tnaN1fW6DHy7br4AGX,0.58,0.303,0.575,0.248,
spotify:track:4giMaO831IlIp2V0Kc5Oni,spotify:artist:1xbjqWJHO6gOrY70HABDKE,0.486,0.463,0.585,0.0713,
spotify:track:4mk4svlMfeb0BIdQahW1ZC,spotify:artist:5kY5tnaN1fW6DHy7br4AGX,0.193,0.346,0.927,0.0625,
spotify:track:3QjwfqkglQOeUuyNKiK5oC,spotify:artist:0L8dLj3QGxHctqkzapPfio,0.718,0.545,0.174,0.74,
spotify:track:6ZwrqKFUbNjRzTjcZKslHg,spotify:artist:4y3TPN1aoCHfVFGaQC7UJC,0.494,0.859,0.000015,0.202,
spotify:track:1i2secJ8Pl16d59744WFEB,spotify:artist:6Z4kwq0LOaYQW2CqudoOIk,0.318,0.924,0.000706,0.264,
spotify:track:6AHCHNvumPWta5gVOHfV1c,spotify:artist:7DjwIxbe8kpw4pqnzAMoin,0.165,0.928,0.00000597,0.293,"auckland indie,bubblegrunge,indie pop,indie rock,kiwi rock,modern power pop,nz indie"
spotify:track:5kBBVaQUEisiw5AHIGbRn4,spotify:artist:5GlFG0lCadjEBnY1w1FwwW,0.597,0.69,0.0151,0.383,
spotify:track:7n3Y93fkz1oRdsgpYTazkh,spotify:artist:58rIPw8uw8LW01eQH7Mi7m,0.517,0.857,0.0000137,0.494,"dark post-punk,grave wave,nu gaze"
spotify:track:0iTAVNV0orwTECES9IIiKk,spotify:artist:09pCD0j6zTSon9okqgWkqE,0.553,0.561,0.761,0.76,
spotify:track:2gT5BDAkyam9VuQa4Y4BvD,"spotify:artist:0qynm6lz4zZ8lJZygwfovX, spotify:artist:4FAtkJD7fCoiw7nECuemAG",0.593,0.573,0.0038,0.964,
spotify:track:3BI3yIp1aa5yzMNpyTmNyX,spotify:artist:2eMb96S1ZJ1YQ7FhWAzWJL,0.417,0.785,0.107,0.161,dark synthpop
spotify:track:6nStBZGqGgTR87MrBpNza0,spotify:artist:5arKwJZEvT5uKq4o0JfqR4,0.542,0.729,0.0977,0.337,"hyperpop,sped up"
spotify:track:2VlolqIWLzGF2CAr3v3DAn,spotify:artist:0ynzbXwyCzxicMKHBoOkSH,0.33,0.784,0.00015,0.389,zoomergaze
spotify:track:70dsNDf2EpP2qNgZ7Mpx9Y,spotify:artist:3z32J9a8nv9EJKQX07bwxh,0.497,0.941,0.00058,0.799,texasgaze
spotify:track:4ZmEsFdzxNfH2aWAhTEaWi,spotify:artist:0ynzbXwyCzxicMKHBoOkSH,0.436,0.677,0.0000313,0.32,zoomergaze
spotify:track:05djCMtSs8WkHokKr0xwgM,spotify:artist:1Z7huijdJP72oIyTdOZObe,0.558,0.309,0.678,0.417,
spotify:track:71P8b7sfVjM9rIIJUhSvsD,spotify:artist:6JUewHYFcJDS33IfxtaBJG,0.556,0.687,0.653,0.755,
spotify:track:1AslaQYl1cMb1ItQKmtJer,"spotify:artist:5Lv9Qc7dCi7vps4rQ5MfTV, spotify:artist:5sdxGvwxI1TkTA6Pu2jnTb",0.6,0.963,0.000813,0.691,"hardcore punk,post-hardcore,swedish hardcore,swedish post-hardcore,umea hardcore,vegan straight edge"
spotify:track:20hRpD2WKdp6xeKlXCxzS9,"spotify:artist:2KD9QZ3u2oLgdRKsKVSW4I, spotify:artist:2xYOOvQU7aCNsLbJA3gSeZ, spotify:artist:5cLztgiKT0bPu4xzweQxKT",0.464,0.678,0.44,0.416,
spotify:track:6d4TnEhdm5ohWkhhV6D7zy,spotify:artist:4wyyhGJyiUqJ2LFtjBjEV6,0.478,0.817,0.0932,0.711,"post-punk latinoamericano,post-punk mexicano"
spotify:track:3smlpsXoDcTvDqHZTYfJLe,"spotify:artist:7gXb99Sf9nNmpNYeAgIQFG, spotify:artist:0Cp8WN4V8Tu4QJQwCN5Md4",0.759,0.582,0.5,0.484,"modern indie pop,alt z,nz pop"
spotify:track:7wv1a6b1mHESCw0K9ZhgpM,spotify:artist:2gaCpvhi31OZtozJKsr5gm,0.752,0.579,0.0482,0.457,"french indie pop,french indietronica"
spotify:track:6BbtP0UT5XySfB6IrtMvzm,spotify:artist:3j0n7TWGvwhPBMBWPbuasr,0.557,0.872,0.00611,0.207,
spotify:track:7tQz6eidf5ngJIWXoaq0Wi,"spotify:artist:6gXKgwOBTQ0uD3KVkhYVll, spotify:artist:18k3ROf8HMSOROPhukJziR",0.426,0.801,0.00123,0.399,
spotify:track:5pZ6E0NYWBXJWmQmLU8A9t,spotify:artist:45r86OqTyMaODTyJ4PYjjX,0.497,0.835,0.0362,0.9,
spotify:track:2a5ETJiVR9fZFO7vvj0mtB,spotify:artist:2VnYxiqJFYjBlP3RWRr9Fy,0.488,0.498,0.332,0.135,
spotify:track:55GirwK3q2b7CoK9cFtEbt,spotify:artist:6g12mLVmai580Y6SQnGjcd,0.572,0.43,0.222,0.389,"american shoegaze,lo-fi indie,pennsylvania shoegaze"
spotify:track:2DQ4CzvDuURGDcRN0gAE2X,spotify:artist:3YUBKpd4lRd09FvF8jrLRa,0.534,0.499,0.722,0.213,nordic shoegaze
spotify:track:2GDwN16n9ShaCypLRnNd6l,spotify:artist:72unU2j2vnNWFiITlvx2nv,0.232,0.096,0.955,0.111,ukrainian black metal
spotify:track:0BaFtki3CupqritofvTRSj,spotify:artist:6ahs4UAnYtpgTHHdiojFHt,0.451,0.871,0.00857,0.595,"neo-psychedelic,psicodelia chilena"
spotify:track:6diRLocbSj9vV4FVNUOmCv,spotify:artist:1ejkQAcOu9cl7kEbZ3Nb8b,0.573,0.488,0.00248,0.114,bedroom pop
spotify:track:0U0ldCRmgCqhVvD6ksG63j,spotify:artist:0UF7XLthtbSF2Eur7559oV,0.532,0.874,0.00842,0.361,filter house
spotify:track:7uZHeWnTkO9KfQpvOJytEj,spotify:artist:6ZYpTpvAwv0T78s6Ueh5g1,0.632,0.84,0.0377,0.49,
spotify:track:0aOluBqXYd0rFSCsgDyAWX,spotify:artist:2FXC3k01G6Gw61bmprjgqS,0.575,0.664,0.637,0.437,"irish singer-songwriter,modern rock,pop,pov: indie"
spotify:track:6pSliMukEwAdpMPgCKTKDH,spotify:artist:4hz8tIajF2INpgM0qzPJz2,0.679,0.63,0.76,0.556,pov: indie
spotify:track:0IajnzlicUA89rZSkqfLPS,spotify:artist:6USv9qhCn6zfxlBQIYJ9qs,0.704,0.478,0.771,0.42,"alternative pop rock,pov: indie"
spotify:track:4h5x3XHLVYFJaItKuO2rhy,"spotify:artist:7tYKF4w9nC0nq9CsPZTHyP, spotify:artist:1r1uxoy19fzMxunt3ONAkG",0.624,0.433,0.837,0.589,"pop,r&b,rap,indie pop,la indie,pov: indie"
spotify:track:29SyMC0plk6qw8NMF7lfRL,spotify:artist:1SQRv42e4PjEYfPhS0Tk9E,0.575,0.948,0.333,0.948,"album rock,art rock,british invasion,classic rock,folk rock,glam rock,protopunk,psychedelic rock,rock,singer-songwriter"
spotify:track:498pdyZakHVgo9RqnuQooT,spotify:artist:0m5FakHKCQdA7UN0PIzMcL,0.335,0.717,0.934,0.622,"lo-fi indie,pov: indie"
spotify:track:0aSlmtJldNs9yS5Iii4nrT,spotify:artist:60t8P09ao7dumEFbu7MkHR,0.216,0.812,0.829,0.559,bristol indie
spotify:track:3JPykcDhUA7DMrxN6eXzQ4,spotify:artist:12j6dJrPXanCBwY599pZxf,0.601,0.422,0.842,0.356,"indie anthem-folk,indie pop,pov: indie"
spotify:track:5JJPfHpByZ66XsEyCNVi2p,spotify:artist:12j6dJrPXanCBwY599pZxf,0.521,0.509,0.738,0.37,"indie anthem-folk,indie pop,pov: indie"
spotify:track:1X4FumlVsvMEYA9pLOjitH,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,0.837,0.373,0.782,0.477,"gauze pop,indietronica,modern rock,pov: indie,shiver pop"
spotify:track:5jyj2XKWILHQxDoz59ddCT,spotify:artist:3zmfs9cQwzJl575W1ZYXeT,0.676,0.685,0.547,0.621,"indie pop,pov: indie"
spotify:track:1VEPFoEm9xlsPsBN66RpSx,spotify:artist:1bwUhKRmEkOZ1wuTnV9XjC,0.583,0.325,0.761,0.482,"brooklyn indie,indie garage rock,indie rock,indie surf,popgaze,shoegaze"
spotify:track:0DvLKSsYYKKSpaIi8GKBFR,spotify:artist:31412uPiG5Il6jKLs4u2C4,0.285,0.85,0.605,0.513,socal indie
spotify:track:0WHWD1OwKWBiESxUEqf8x0,spotify:artist:4iMO20EPodreIaEl8qW66y,0.754,0.498,0.51,0.544,"bedroom pop,oakland indie,pov: indie"
spotify:track:4VsncnrNGbV7PLhhoGPfFj,spotify:artist:4BO8wK4OAaFsi6PSzs366S,0.482,0.667,0.91,0.49,"comfy synth,indie psych-pop,lo-fi indie,shimmer psych"
spotify:track:6bBlZ4W1IhzdVKrXRDUTDR,spotify:artist:1ikg4sypcURm8Vy5GP68xb,0.566,0.54,0.593,0.786,miami indie
spotify:track:6I0KEvFfWszVJiCy5hum4V,spotify:artist:37M5pPGs6V1fchFJSgCguX,0.737,0.408,0.802,0.374,"alt z,la indie,pop,pov: indie"
spotify:track:5xo8RrjJ9CVNrtRg2S3B1R,spotify:artist:1r1uxoy19fzMxunt3ONAkG,0.651,0.546,0.774,0.623,"indie pop,la indie,pov: indie"
spotify:track:2KvbRojbZGMsWr1Nuj5n2f,"spotify:artist:4ub2v80S4RIceZRGnlhjTr, spotify:artist:3l0CmX0FuQjFxr8SK7Vqag",0.587,0.565,0.731,0.508,"bedroom pop,bedroom pop,indie pop,pov: indie"
spotify:track:28kOGtTZzbfQ8fMmTwjRFq,"spotify:artist:4STHEaNw4mPZ2tzheohgXB, spotify:artist:6USv9qhCn6zfxlBQIYJ9qs",0.715,0.374,0.627,0.633,"classic rock,mellow gold,rock,soft rock,alternative pop rock,pov: indie"
spotify:track:50lUr1G0TYol01m2RlqPzZ,spotify:artist:4nxKz1dRYXnsGzN1lUURtG,0.508,0.213,0.829,0.512,"indie pop,pov: indie"
spotify:track:4vHNeBWDQpVCmGbaccrRzi,spotify:artist:4iMO20EPodreIaEl8qW66y,0.739,0.522,0.821,0.619,"bedroom pop,oakland indie,pov: indie"
spotify:track:4whXX2eT6wWWM0nA7E1hmi,spotify:artist:2FQgnKHydnhSnRS17BSy28,0.419,0.266,0.898,0.382,"chicago indie,indie garage rock"
spotify:track:55bAGINwthFraRx2BgFd07,spotify:artist:5CXdWANGwYYRPClH6hhC0P,0.756,0.477,0.762,0.566,pov: indie
spotify:track:7bdYxWPCs46dQ0XLwySOyv,"spotify:artist:3gIRvgZssIb9aiirIg0nI3, spotify:artist:5JMLG56F1X5mFmWNmS0iAp",0.707,0.322,0.745,0.459,"alt z,electropop,pop,alt z"
spotify:track:7BgTfU79dcZjeBtthiBsku,spotify:artist:7MoIc5s9KXolCBH1fy9kkw,0.798,0.528,0.635,0.679,"art pop,eugene indie,indie pop,indie rock,philly indie"
spotify:track:70Z7j7hnjAZnHbJmiWXn2p,spotify:artist:24M8W1AklCxyWTKjrJZDQ8,0.318,0.622,0.514,0.461,"alternative emo,charlotte nc indie,emo,midwest emo,north carolina emo"
spotify:track:21AUdfi6fLFDp9JuNcHsfS,spotify:artist:7jOY91ZU7kn86slH3fBbaD,0.637,0.164,0.974,0.37,"pov: indie,weirdcore"
spotify:track:2nMTBUdxkdCZWo7n3upy1e,"spotify:artist:7vNNmjV14SKQzlQAEg0BXP, spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM",0.747,0.848,0.629,0.7,"indie hip hop,modern indie pop,edmonton indie,lo-fi indie,pov: indie,slacker rock"
spotify:track:4h3MNzf6KD8AVoYoj8xUBF,"spotify:artist:5b0XQwyoJBFd3MwL2YxEPO, spotify:artist:2mLReua54bCekRJQ6hmkGq, spotify:artist:05MlomiA9La0OiNIAGqECk",0.592,0.595,0.883,0.483,"lo-fi beats,lo-fi rap,emo rap,lo-fi chill,brighton indie,british math rock,math pop,math rock"
spotify:track:5U5SAmgj2hJww17WakylFc,spotify:artist:5kTUCytvCuMBh7LG1xZHFc,0.396,0.562,0.766,0.448,wellington indie
spotify:track:58uDCyprC3aa3x70fUv8dk,spotify:artist:2RhgnQNC74QoBlaUvT4MEe,0.61,0.802,0.509,0.756,"garage rock revival,indie garage rock,indie surf"
spotify:track:1m3BAsNsQAaSNMD2M6vlKY,spotify:artist:4N8BwYTEC6XqykGvXXlmfv,0.682,0.752,0.476,0.964,"jazz funk,jazz guitar,smooth jazz,soul jazz,yacht rock"
spotify:track:4MVk79dmYqi7HQs0bMgboy,spotify:artist:7jOY91ZU7kn86slH3fBbaD,0.707,0.234,0.96,0.611,"pov: indie,weirdcore"
spotify:track:4VysGAsuHWHDxasPnTgwbo,spotify:artist:7Ln80lUS6He07XvHI8qqHH,0.476,0.555,0.624,0.426,"garage rock,modern rock,permanent wave,rock,sheffield indie"
spotify:track:7rtMwsoNQ1bQsRrvzEg9q5,spotify:artist:1wmiQ6ytATiGnJs6uFluKO,0.646,0.721,0.509,0.763,"art pop,bay area indie,bubblegrunge,indie pop,oakland indie,small room"
spotify:track:5G4aW0abQymiWpmWH0bVO3,spotify:artist:1xLMexpeeTKQ20SwGMaGSK,0.762,0.305,0.565,0.49,"austin americana,austindie,folk-pop,indie folk,stomp and holler"
spotify:track:1Ox4v6gCBk0iOVtvshkXR3,"spotify:artist:3fmMaLC5jjf2N4EC2kTx0u, spotify:artist:6PDLwWvgYNMfBRLqC1h5cJ, spotify:artist:07d5etnpjriczFBB8pxmRe",0.824,0.567,0.475,0.522,"australian dance,australian indie,downtempo,escape room,alternative r&b,cali rap,canadian hip hop,alternative r&b,chicago rap"
spotify:track:0VsBI4CmWzTD9OVeDEBibb,spotify:artist:2rTfAlIGCbL5KEsonGRCnt,0.561,0.641,0.958,0.547,"indie garage rock,lo-fi indie,manchester indie"
spotify:track:33IZBhRtyMDZoa5SUNs3F7,spotify:artist:07D1Bjaof0NFlU32KXiqUP,0.668,0.156,0.886,0.445,indie pop
spotify:track:5BVehr64ooHUXhEltQovac,spotify:artist:69tiO1fG8VWduDl3ji2qhI,0.622,0.445,0.855,0.596,"pov: indie,stomp and holler"
spotify:track:2YD1750Thj6kNfwjgZWcJn,spotify:artist:2xK3hBpuuHSxmHr96TzgDO,0.562,0.486,0.62,0.378,"brooklyn indie,chill dream pop"
spotify:track:46vrZhwggdZuuZGwIQ80O3,"spotify:artist:0jsnWH4QCKcAMpR7vEhh9u, spotify:artist:3rWZHrfrsPBxVy692yAIxF",0.599,0.484,0.652,0.371,"latinx alternative,afrofuturism,pop,post-teen pop,pov: indie"
spotify:track:1kSE5bG1ctW05hl8Zzz9cE,spotify:artist:5CXdWANGwYYRPClH6hhC0P,0.659,0.382,0.715,0.742,pov: indie
spotify:track:6AAYNz8jXvVlgG9IpYi42Z,spotify:artist:1LeVJ5GPeYDOVUjxx1y7Rp,0.956,0.377,0.566,0.566,"art pop,indie rock,indie soul,indietronica,kiwi rock,neo-psychedelic,portland hip hop,psychedelic pop"
spotify:track:1MI9HeMexnsccmrtqWGhzk,spotify:artist:1LeVJ5GPeYDOVUjxx1y7Rp,0.684,0.377,0.571,0.594,"art pop,indie rock,indie soul,indietronica,kiwi rock,neo-psychedelic,portland hip hop,psychedelic pop"
spotify:track:3wuhDQHax4SC3CtNcuB0DY,spotify:artist:0RNADU4Af78zqyTCOj2rVU,0.509,0.802,0.771,0.449,minneapolis indie
spotify:track:1k0X1YAP8J9hQ0lC93N71a,spotify:artist:6Tyzp9KzpiZ04DABQoedps,0.638,0.339,0.588,0.563,"art pop,chillwave,downtempo,electronica,gothenburg indie,indie soul,indietronica,neo-synthpop,swedish electropop,swedish synthpop,trip hop"
spotify:track:0JTkPVNmfsy86OWvlXrtIW,spotify:artist:7BqRcZsHYYQeqMAOp7e532,0.389,0.598,0.531,0.512,taiwan indie
spotify:track:2gE95JskwQ1pCACTpGe1Db,spotify:artist:3IYUhFvPQItj6xySrBmZkd,0.858,0.544,0.583,0.874,"album rock,classic rock,country rock,mellow gold,rock,southern rock,swamp rock"
spotify:track:5jRQvcl66ovRTjUwzXziZA,spotify:artist:3IYUhFvPQItj6xySrBmZkd,0.763,0.462,0.661,0.672,"album rock,classic rock,country rock,mellow gold,rock,southern rock,swamp rock"
spotify:track:0HAqq2GcQKyi3s87GuN7jU,spotify:artist:3l0CmX0FuQjFxr8SK7Vqag,0.739,0.491,0.791,0.707,"bedroom pop,indie pop,pov: indie"
spotify:track:0IZVC7E8Vk0bx76cRu6Ql4,spotify:artist:5mFKYdmiYwNJTDtSzgFyQx,0.521,0.227,0.534,0.365,"canadian indie folk,chamber pop,saskatchewan indie"
spotify:track:59v1okflZrEkeb9JrxfJvX,spotify:artist:2z4eiJkDaXYCR9kv2UuSgz,0.461,0.0972,0.97,0.774,"classic garage rock,psychedelic rock"
spotify:track:36fC4xtAucJ7KH6sdSDDo7,spotify:artist:12j6dJrPXanCBwY599pZxf,0.641,0.533,0.597,0.64,"indie anthem-folk,indie pop,pov: indie"
spotify:track:4nptLY5aY6ERKb4m9MSlco,spotify:artist:5kTUCytvCuMBh7LG1xZHFc,0.569,0.656,0.481,0.373,wellington indie
spotify:track:7xzoolT85yNpv7xrSdn35E,spotify:artist:1kDqy7SpqyJ7aZi7cqSBis,0.228,0.521,0.629,0.378,new jersey indie
spotify:track:5ZaNOtW8qLBPEMsF7LvaUH,spotify:artist:4FwoFiKgBKWrDftS9tm0oa,0.72,0.353,0.711,0.58,indie garage rock
spotify:track:6dhaX8fxmnXNZuOxmxyrvD,spotify:artist:3SGLeWc7J5Ve0CinAOrb3a,0.63,0.874,0.546,0.747,"australian surf rock,indie surf"
spotify:track:4WUAyxkq3x4l5P7QN0vmHr,spotify:artist:2kMzxA8edU05hvMFU493zJ,0.382,0.738,0.507,0.462,"experimental pop,indie garage rock,lo-fi indie"
spotify:track:3GahMRXI3rL2JVeSLZBRnF,spotify:artist:2kMzxA8edU05hvMFU493zJ,0.535,0.209,0.668,0.515,"experimental pop,indie garage rock,lo-fi indie"
spotify:track:07EKEnhIoCCwOZiedzGfOt,spotify:artist:27tsCOGutD6wmFnv4eKWMp,0.474,0.843,0.491,0.571,modern alternative pop
spotify:track:4lAfXpZKFDEudiEzLB9uHm,spotify:artist:3zmfs9cQwzJl575W1ZYXeT,0.818,0.272,0.832,0.503,"indie pop,pov: indie"
spotify:track:4M7XuOexX6DotCYbEVsDf9,spotify:artist:3zmfs9cQwzJl575W1ZYXeT,0.643,0.386,0.946,0.577,"indie pop,pov: indie"
spotify:track:0GobGRdP8NMYCTvngdyzFV,spotify:artist:5uhqkMm8dyQvX83kl4Znq0,0.746,0.442,0.762,0.635,"indie hip hop,vermont indie"
spotify:track:2n9w4JYxOs129YUz3bQ239,spotify:artist:5ERkupmHea6uS0nwKr2zcz,0.542,0.548,0.478,0.585,"british indie rock,shimmer pop"
spotify:track:5mTNGUXYjJGVyjh3efRFY0,spotify:artist:1cZQSpDsxgKIX2yW5OR9Ot,0.666,0.683,0.585,0.439,"alt z,canadian pop,uk pop"
